,area,endereco,quartos,banheiros,vagas,preco,condominio,amenidades,cidade,data_scraping
105,223,"Rua Guaraiúva, 1116 - Brooklin, São Paulo - SP",3 Quartos,5 Banheiros,4 Vagas,R$ 10.500 /mês,R$ 4.267,"Piscina
Mobiliado
Elevador
Aceita animais
Ar-condicionado
...",São Paulo,"September 20, 2021 16:22"
106,45,"Rua Herculano de Freitas, 237 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.700 /mês,R$ 700,"Piscina
Mobiliado
Elevador
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:22"
107,65,"Rua Parma - Vila Gustavo, São Paulo - SP",3 Quartos,1 Banheiro,1 Vaga,R$ 2.600 /mês,,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",São Paulo,"September 20, 2021 16:22"
108,40,"Rua Paim - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 450,"Piscina
Churrasqueira
Elevador
Academia
Jardim
...",São Paulo,"September 20, 2021 16:22"
109,306,"Avenida Chibarás, 74 - Moema, São Paulo - SP",4 Quartos,6 Banheiros,5 Vagas,R$ 30.000 /mês,R$ 5.200,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:22"
110,100,"Alameda Itu, 859 - Jardim Paulista, São Paulo - SP",1 Quarto,2 Banheiros,1 Vaga,R$ 3.750 /mês,R$ 1.200,"Elevador
Academia
Ar-condicionado
Jardim
Playground
...",São Paulo,"September 20, 2021 16:22"
111,38,"Rua Doutor Plínio Barreto, 95 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.508 /mês,R$ 439,"Aceita animais
Elevador
Portão eletrônico
Condomínio fechado",São Paulo,"September 20, 2021 16:22"
112,55,"Rua Comendador Gabriel Cotti, 113 - Vila Pereira Barreto, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 490,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:22"
113,21,"Rua Doutor Clementino - Belenzinho, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 990 /mês,R$ 300,"Mobiliado
Condomínio fechado
Bicicletário
Portaria 24h
Lavanderia
...",São Paulo,"September 20, 2021 16:22"
114,110,"Rua Iaiá, 127 - Itaim Bibi, São Paulo - SP",2 Quartos,4 Banheiros,2 Vagas,R$ 7.000 /mês,R$ 850,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:22"
115,50,"Rua Conselheiro Brotero, 867 - Santa Cecília, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.400 /mês,R$ 760,"Elevador
Aceita animais
Jardim
Portaria 24h
Cozinha americana
...",São Paulo,"September 20, 2021 16:22"
116,65,"Avenida Nove de Julho, 707 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.700 /mês,R$ 395,"Elevador
Condomínio fechado
Aceita animais
Salão de festas
Portaria 24h
...",São Paulo,"September 20, 2021 16:22"
117,55,"Rua das Palmeiras - Vila Buarque, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 737,"Playground
Elevador
Portaria 24h
Portão eletrônico",São Paulo,"September 20, 2021 16:22"
118,80,"Rua Sebastião Guimarães Correa, 221 - Vila Monte Alegre, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 1.900 /mês,R$ 850,"Elevador
Aceita animais
Jardim
Salão de festas
Salão de jogos
...",São Paulo,"September 20, 2021 16:22"
119,64,"Rua Correia de Lemos, 645 - Chácara Inglesa, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.100 /mês,R$ 730,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:22"
120,56,"Rua da Consolação, 867 - Consolação, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 704,"Elevador
Portaria 24h
Aceita animais",São Paulo,"September 20, 2021 16:22"
121,46,"Rua Doutor Lund, 22 - Liberdade, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 333,Portaria 24h,São Paulo,"September 20, 2021 16:22"
122,47,"Rua Castilho, 155 - Brooklin, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 536,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 16:22"
123,64,"Avenida Brigadeiro Luís Antônio, 551 - Bela Vista, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 615,,São Paulo,"September 20, 2021 16:22"
124,20,"Jabaquara, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.135 /mês,R$ 185,"Condomínio fechado
Mobiliado",São Paulo,"September 20, 2021 16:22"
125,60,"Rua Sena Madureira, 80 - Vila Clementino, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 4.100 /mês,R$ 650,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:22"
126,79,"Rua João Teixeira da Silva, 415 - Vila Invernada, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 2.800 /mês,R$ 700,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",São Paulo,"September 20, 2021 16:22"
127,78,"Rua Harmonia, 942 - Vila Madalena, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.600 /mês,R$ 920,"Condomínio fechado
Portaria 24h
Elevador
Acesso para deficientes
Bicicletário",São Paulo,"September 20, 2021 16:22"
128,127,"Rua Itambé, 367 - Higienópolis, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 900,"Churrasqueira
Condomínio fechado
Academia
Aceita animais
Jardim
...",São Paulo,"September 20, 2021 16:22"
129,41,"Rua Artur Prado, 433 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.700 /mês,R$ 662,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",São Paulo,"September 20, 2021 16:22"
130,48,"Rua Afonso Celso, 150 - Vila Mariana, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.350 /mês,R$ 530,Aceita animais,São Paulo,"September 20, 2021 16:22"
131,100,"Avenida Caxingui, 175 - Vila Pirajussara, São Paulo - SP",4 Quartos,2 Banheiros,1 Vaga,R$ 3.200 /mês,R$ 1.100,"Elevador
Academia
Aceita animais
Playground
Salão de festas
...",São Paulo,"September 20, 2021 16:22"
132,90,"Rua da Consolação, 2825 - Cerqueira César, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 7.500 /mês,R$ 1.500,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:22"
133,70,"Rua Carneiro da Cunha - Saúde, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 2.100 /mês,R$ 901,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",São Paulo,"September 20, 2021 16:22"
134,140,"Rua Ministro Godói, 860 - Perdizes, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 4.500 /mês,,"Elevador
Condomínio fechado
Aceita animais
Jardim
Playground
...",São Paulo,"September 20, 2021 16:22"
135,60,"Rua Baltasar Samper, 77 - Parque Ipê, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 1.650 /mês,,Portão eletrônico,São Paulo,"September 20, 2021 16:22"
136,36,"Rua Visconde de Parnaíba, 1046 - Brás, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 300,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...",São Paulo,"September 20, 2021 16:22"
137,67,"Rua Teodoro Sampaio, 632 - Pinheiros, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 2.150 /mês,R$ 868,"Aceita animais
Elevador
Portaria 24h",São Paulo,"September 20, 2021 16:22"
138,29,"Rua Fradique Coutinho, 980 - Vila Madalena, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 550,"Piscina
Elevador
Academia
Aceita animais
Espaço gourmet
...",São Paulo,"September 20, 2021 16:22"
139,56,"Rua Fiandeiras, 270 - Vila Olímpia, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 5.100 /mês,R$ 541,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",São Paulo,"September 20, 2021 16:22"
140,260,"Rua Barão de Santa Eulália, 42 - Real Parque, São Paulo - SP",4 Quartos,5 Banheiros,3 Vagas,R$ 4.000 /mês,R$ 3.000,"Piscina
Mobiliado
Elevador
Aceita animais
Ar-condicionado
...",São Paulo,"September 20, 2021 16:22"
141,40,"Rua Alexandre Dumas, 1601 - Chácara Santo Antônio, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.850 /mês,R$ 590,"Ar-condicionado
Mobiliado
Elevador
Portaria 24h",São Paulo,"September 20, 2021 16:22"
142,66,"Alameda Franca, 1222 - Jardim Paulista, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 900,"Elevador
Condomínio fechado
Aceita animais
Bicicletário
Portaria 24h
...",São Paulo,"September 20, 2021 16:22"
143,75,"Rua Bandeira Paulista, 65 - Itaim Bibi, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 5.000 /mês,R$ 1.800,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:22"
144,47,"Praça da Liberdade - Japão, 107 - Liberdade, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 500,"Aceita animais
Elevador
Acesso para deficientes
Portaria 24h",São Paulo,"September 20, 2021 16:23"
145,40,"Rua Paim - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 450,"Piscina
Churrasqueira
Elevador
Academia
Jardim
...",São Paulo,"September 20, 2021 16:23"
146,306,"Avenida Chibarás, 74 - Moema, São Paulo - SP",4 Quartos,6 Banheiros,5 Vagas,R$ 30.000 /mês,R$ 5.200,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:23"
147,100,"Alameda Itu, 859 - Jardim Paulista, São Paulo - SP",1 Quarto,2 Banheiros,1 Vaga,R$ 3.750 /mês,R$ 1.200,"Elevador
Academia
Ar-condicionado
Jardim
Playground
...",São Paulo,"September 20, 2021 16:23"
148,38,"Rua Doutor Plínio Barreto, 95 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.508 /mês,R$ 439,"Aceita animais
Elevador
Portão eletrônico
Condomínio fechado",São Paulo,"September 20, 2021 16:23"
149,76,"Avenida Túlio Teodoro de Campos, 190 - Vila Paulista, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 1.800 /mês,R$ 724,"Churrasqueira
Elevador
Academia
Aceita animais
Espaço gourmet
...",São Paulo,"September 20, 2021 16:23"
150,78,"Vila Gertrudes, São Paulo - SP",3 Quartos,2 Banheiros,2 Vagas,R$ 1.650 /mês,R$ 553,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:23"
151,274,"Rua Traipu - Pacaembu, São Paulo - SP",4 Quartos,5 Banheiros,3 Vagas,R$ 7.500 /mês,R$ 3.434,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:23"
152,21,"Rua Doutor Clementino - Belenzinho, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 990 /mês,R$ 300,"Mobiliado
Condomínio fechado
Bicicletário
Portaria 24h
Lavanderia
...",São Paulo,"September 20, 2021 16:23"
153,110,"Rua Iaiá, 127 - Itaim Bibi, São Paulo - SP",2 Quartos,4 Banheiros,2 Vagas,R$ 7.000 /mês,R$ 850,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:23"
154,50,"Rua Frei Caneca, 348 - Consolação, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 600,"Aceita animais
Portaria 24h
Elevador",São Paulo,"September 20, 2021 16:23"
155,70,"Rua Francisco Luiz de Souza Júnior, 350 - Água Branca, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.200 /mês,R$ 500,"Piscina
Churrasqueira
Condomínio fechado
Varanda
Academia
...",São Paulo,"September 20, 2021 16:23"
156,65,"Avenida Nove de Julho, 707 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.700 /mês,R$ 395,"Elevador
Condomínio fechado
Aceita animais
Salão de festas
Portaria 24h
...",São Paulo,"September 20, 2021 16:23"
157,130,"Rua Pensilvânia, 1342 - Cidade Monções, São Paulo - SP",3 Quartos,5 Banheiros,3 Vagas,R$ 8.800 /mês,R$ 1.600,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:23"
158,55,"Rua das Palmeiras - Vila Buarque, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 737,"Playground
Elevador
Portaria 24h
Portão eletrônico",São Paulo,"September 20, 2021 16:23"
159,60,"Rua Sena Madureira, 80 - Vila Clementino, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 4.100 /mês,R$ 650,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:23"
160,67,"Avenida Jacutinga, 610 - Indianópolis, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.100 /mês,R$ 846,"Condomínio fechado
Portão eletrônico
Portaria 24h",São Paulo,"September 20, 2021 16:23"
161,59,"Alameda Jaú, 205 - Jardim Paulista, São Paulo - SP",1 Quarto,1 Banheiro,2 Vagas,R$ 2.790 /mês,R$ 689,"Aceita animais
Cozinha americana
Elevador",São Paulo,"September 20, 2021 16:23"
162,288,"Rua Deputado Laércio Corte, 1250 - Paraíso do Morumbi, São Paulo - SP",4 Quartos,6 Banheiros,4 Vagas,R$ 6.500 /mês,,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:23"
163,56,"Rua da Consolação, 867 - Consolação, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 704,"Elevador
Portaria 24h
Aceita animais",São Paulo,"September 20, 2021 16:23"
164,46,"Rua Doutor Lund, 22 - Liberdade, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 333,Portaria 24h,São Paulo,"September 20, 2021 16:23"
165,47,"Rua Castilho, 155 - Brooklin, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 536,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 16:23"
166,64,"Avenida Brigadeiro Luís Antônio, 551 - Bela Vista, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 615,,São Paulo,"September 20, 2021 16:23"
167,70,"Rua Doutor Albuquerque Lins, 107 - Santa Cecília, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.100 /mês,R$ 667,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:23"
168,20,"Jabaquara, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.135 /mês,R$ 185,"Condomínio fechado
Mobiliado",São Paulo,"September 20, 2021 16:23"
169,80,"Rua Sebastião Guimarães Correa, 221 - Vila Monte Alegre, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 1.900 /mês,R$ 850,"Elevador
Aceita animais
Jardim
Salão de festas
Salão de jogos
...",São Paulo,"September 20, 2021 16:23"
170,260,"Rua Barão de Santa Eulália, 42 - Real Parque, São Paulo - SP",4 Quartos,5 Banheiros,3 Vagas,R$ 4.000 /mês,R$ 3.000,"Piscina
Mobiliado
Elevador
Aceita animais
Ar-condicionado
...",São Paulo,"September 20, 2021 16:23"
171,79,"Rua João Teixeira da Silva, 415 - Vila Invernada, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 2.800 /mês,R$ 700,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",São Paulo,"September 20, 2021 16:23"
172,45,"Rua Manuel da Nóbrega, 646 - Paraíso, São Paulo - SP",1 Quarto,2 Banheiros,1 Vaga,R$ 2.700 /mês,R$ 825,"Piscina
Elevador
Academia
Aceita animais
Espaço gourmet
...",São Paulo,"September 20, 2021 16:23"
173,44,"Avenida Miguel Yunes, 351 - Usina Piratininga, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 400,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:23"
174,78,"Rua Harmonia, 942 - Vila Madalena, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.600 /mês,R$ 920,"Condomínio fechado
Portaria 24h
Elevador
Acesso para deficientes
Bicicletário",São Paulo,"September 20, 2021 16:23"
175,127,"Rua Itambé, 367 - Higienópolis, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 900,"Churrasqueira
Condomínio fechado
Academia
Aceita animais
Jardim
...",São Paulo,"September 20, 2021 16:23"
176,100,"Rua Alonso Calhamares, 244 - Jardim Anália Franco, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 6.390 /mês,R$ 1.040,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:23"
177,29,"Rua Fradique Coutinho, 980 - Vila Madalena, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 550,"Piscina
Elevador
Academia
Aceita animais
Espaço gourmet
...",São Paulo,"September 20, 2021 16:23"
178,41,"Rua Artur Prado, 433 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.700 /mês,R$ 662,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",São Paulo,"September 20, 2021 16:23"
179,48,"Rua Afonso Celso, 150 - Vila Mariana, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.350 /mês,R$ 530,Aceita animais,São Paulo,"September 20, 2021 16:23"
180,100,"Avenida Caxingui, 175 - Vila Pirajussara, São Paulo - SP",4 Quartos,2 Banheiros,1 Vaga,R$ 3.200 /mês,R$ 1.100,"Elevador
Academia
Aceita animais
Playground
Salão de festas
...",São Paulo,"September 20, 2021 16:23"
181,41,"Rua Vupabussu, 219 - Pinheiros, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.800 /mês,R$ 959,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:23"
182,185,"Rua Manuel da Nóbrega - Paraíso, São Paulo - SP",3 Quartos,5 Banheiros,2 Vagas,R$ 12.000 /mês,R$ 2.300,"Churrasqueira
Elevador
Ar-condicionado
Jardim
Salão de festas
...",São Paulo,"September 20, 2021 16:23"
183,78,"Rua Bandeira Paulista, 766 - Itaim Bibi, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 7.300 /mês,R$ 1.735,"Mobiliado
Elevador
Aceita animais
Ar-condicionado
Portaria 24h
...",São Paulo,"September 20, 2021 16:23"
184,90,"Rua da Consolação, 2825 - Cerqueira César, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 7.500 /mês,R$ 1.500,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:23"
185,70,"Rua Carneiro da Cunha - Saúde, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 2.100 /mês,R$ 901,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",São Paulo,"September 20, 2021 16:23"
186,140,"Rua Ministro Godói, 860 - Perdizes, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 4.500 /mês,,"Elevador
Condomínio fechado
Aceita animais
Jardim
Playground
...",São Paulo,"September 20, 2021 16:23"
187,60,"Rua Baltasar Samper, 77 - Parque Ipê, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 1.650 /mês,,Portão eletrônico,São Paulo,"September 20, 2021 16:23"
188,36,"Rua Visconde de Parnaíba, 1046 - Brás, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 300,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...",São Paulo,"September 20, 2021 16:23"
189,67,"Rua Teodoro Sampaio, 632 - Pinheiros, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 2.150 /mês,R$ 868,"Aceita animais
Elevador
Portaria 24h",São Paulo,"September 20, 2021 16:23"
190,100,"Rua Topázio, 620 - Aclimação, São Paulo - SP",2 Quartos,2 Banheiros,-- Vaga,R$ 2.200 /mês,R$ 920,"Aceita animais
Elevador
Portão eletrônico",São Paulo,"September 20, 2021 16:23"
191,56,"Rua Fiandeiras, 270 - Vila Olímpia, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 5.100 /mês,R$ 541,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...",São Paulo,"September 20, 2021 16:23"
192,40,"Rua Alexandre Dumas, 1601 - Chácara Santo Antônio, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.850 /mês,R$ 590,"Ar-condicionado
Mobiliado
Elevador
Portaria 24h",São Paulo,"September 20, 2021 16:23"
193,66,"Alameda Franca, 1222 - Jardim Paulista, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 900,"Elevador
Condomínio fechado
Aceita animais
Bicicletário
Portaria 24h
...",São Paulo,"September 20, 2021 16:23"
194,75,"Rua Bandeira Paulista, 65 - Itaim Bibi, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 5.000 /mês,R$ 1.800,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:23"
195,47,"Avenida Olga Fadel Abarca, 350 - Jardim Santa Terezinha, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.250 /mês,R$ 380,"Churrasqueira
Academia
Espaço gourmet
Jardim
Playground
...",São Paulo,"September 20, 2021 16:23"
196,49,"Rua Doutor Jesuíno Maciel, 2105 - Campo Belo, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.400 /mês,R$ 750,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:23"
197,380,"Praça da República, 32 - República, São Paulo - SP",4 Quartos,6 Banheiros,1 Vaga,R$ 10.000 /mês,R$ 2.800,"Mobiliado
Elevador
Academia
Aceita animais
Ar-condicionado
...",São Paulo,"September 20, 2021 16:23"
198,72,"Rua Zacarias de Gois, 715 - Campo Belo, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 4.500 /mês,R$ 835,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:23"
199,68,"Rua Agostinho Cantu, 73 - Butantã, São Paulo - SP",2 Quartos,1 Banheiro,2 Vagas,R$ 1.800 /mês,R$ 1.060,"Academia
Churrasqueira
Bicicletário
Elevador
Portaria 24h",São Paulo,"September 20, 2021 16:23"
200,65,"Avenida Professor Vicente Ráo, 2176 - Jardim Petrópolis, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.900 /mês,R$ 650,"Piscina
Elevador
Condomínio fechado
Aceita animais
Playground
...",São Paulo,"September 20, 2021 16:23"
201,80,"Avenida Açocê, 296 - Indianópolis, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 3.950 /mês,R$ 770,"Mobiliado
Elevador
Condomínio fechado
Espaço gourmet
Playground
...",São Paulo,"September 20, 2021 16:23"
202,40,"Avenida Brigadeiro Luís Antônio, 1272 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.600 /mês,R$ 408,"Elevador
Portaria 24h",São Paulo,"September 20, 2021 16:23"
203,57,"Rua Marquês de Itu, 643 - Vila Buarque, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 2.250 /mês,R$ 1.140,"Portão eletrônico
Portaria 24h
Condomínio fechado",São Paulo,"September 20, 2021 16:23"
204,28,"Rua Conselheiro Furtado, 130 - Liberdade, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.400 /mês,R$ 390,"Mobiliado
Churrasqueira
Elevador
Academia
Espaço gourmet
...",São Paulo,"September 20, 2021 16:23"
205,50,"Avenida Interlagos, 1900 - Interlagos, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.700 /mês,R$ 500,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:23"
206,98,"Rua Doutor Bacelar, 317 - Vila Clementino, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 4.600 /mês,R$ 966,"Piscina
Churrasqueira
Elevador
Academia
Ar-condicionado
...",São Paulo,"September 20, 2021 16:23"
207,80,"Rua Fidélis Papini, 786 - Vila Prudente, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 1.900 /mês,R$ 798,"Churrasqueira
Academia
Jardim
Salão de festas
Quadra poliesportiva
...",São Paulo,"September 20, 2021 16:23"
208,107,"Rua Peixoto Gomide, 502 - Jardim Paulista, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 7.500 /mês,R$ 1.730,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:23"
209,98,"Avenida Chibarás, 380 - Moema, São Paulo - SP",3 Quartos,3 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 1.070,"Aceita animais
Jardim
Portaria 24h",São Paulo,"September 20, 2021 16:23"
